date,exercise,variant,set1weight,set1reps,set2weight,set2reps,set3weight,set3reps,set4weight,set4reps,set5weight,set5reps,set6weight,set6reps
2017-03-09,squat,dumbbell,100,10,100,10,100,10
2017-03-09,bench,dumbbell,100,12,100,12,100,12
2017-03-09,row,dumbbell,100,12,100,12,100,12
2017-03-09,bench,incline dumbbell,100,8,100,8
2017-03-06,squat,low bar,195,5,230,5,260,5,295,5
2017-03-06,press,barbell,85,5,110,5,125,5,140,3,100,8
2017-03-06,deadlift,barbell,185,5,225,5,255,5,290,5,325,5
2017-03-06,pullup,chinup,193.2,5,193.2,5,193.2,4
2017-03-06,bicep curl,dumbbell,70,12,80,10,90,6
2017-03-04,squat,low bar,195,5,230,5,260,5,295,5,330,3,260,8
2017-03-04,bench,barbell,120,5,140,5,160,5,180,5,200,3,160,10
2017-03-04,row,barbell,120,5,145,5,165,5,185,5,205,3,165,8
2017-03-04,bench,incline,120,8,140,8,160,3
2017-03-04,dips,body weight,190.8,8
2017-03-01,squat,low bar,195,5,230,5,260,5,295,5,330,3,260,8
2017-03-01,bench,barbell,120,5,140,5,160,5,180,5,200,3,160,10
2017-03-01,row,barbell,120,5,145,5,165,5,185,5,205,3,165,8
2017-03-01,bench,incline,120,9,140,8,160,3
2017-03-01,dips,body weight,190.8,6,190.8,5,190.8,3
2017-02-27,squat,low bar,195,5,225,5,260,5,290,5
2017-02-27,press,barbell,85,5,112.5,5,127.5,5,142.5,2,112.5,8,97.5,8
2017-02-27,deadlift,barbell,185,5,225,5,255,5,285,5,320,5
2017-02-27,pullup,neutral grip,193,5,193,5,193,4
2017-02-27,bicep curl,dumbbell,60,12,70,10,80,8
2017-02-25,squat,low bar,195,5,225,5,260,5,290,5,325,5
2017-02-25,bench,barbell,120,5,140,5,160,5,180,5,200,3,160,10
2017-02-25,row,barbell,115,5,140,5,160,5,180,5,200,5
2017-02-25,bench,incline,95,8,115,8,135,8
2017-02-25,dips,body weight,190.8,10,190.8,6,190.8,5
2017-02-22,squat,low bar,195,5,225,5,260,5,290,5,325,3,260,8
2017-02-22,bench,barbell,120,5,140,5,160,5,180,5,200,4,160,10
2017-02-22,row,barbell,120,5,140,5,160,5,180,5,200,3,160,8
2017-02-22,dips,body weight,193.8,10,193.8,10,193.8,10
2017-02-19,squat,low bar,185,5,225,5,255,5,285,5
2017-02-19,press,barbell,82.5,5,97.5,5,110,5,125,5,140,5,110,8
2017-02-19,deadlift,barbell,180,5,215,5,250,5,280,5,315,5
2017-02-19,pullup,chinup,195.8,5,195.8,5,195.8,5
2017-02-17,squat,low bar,190,5,225,5,255,5,285,5,320,5
2017-02-17,bench,barbell,120,5,140,5,160,5,180,5,200,3,160,10
2017-02-17,row,barbell,115,5,135,5,155,5,175,5,195,5
2017-02-17,dips,body weight,192,10,192,10,192,10
2017-02-14,squat,low bar,190,5,225,5,255,5,285,5,320,4,255,8
2017-02-14,bench,barbell,120,5,140,5,160,5,180,5,200,3,160,9
2017-02-14,row,barbell,115,5,135,5,155,5,175,5,195,4,155,9
2017-02-14,dips,body weight,193.8,10,193.8,10,193.8,10
2017-02-12,squat,low bar,185,5,220,5,250,5,280,5
2017-02-12,press,barbell,82.5,5,95,5,110,5,122.5,5,137.5,5
2017-02-12,deadlift,barbell,180,5,210,5,245,5,275,5,310,5
2017-02-12,pullup,chinup,194.4,5,194.4,5,194.4,5
2017-02-10,squat,low bar,185,5,220,5,250,5,280,5,315,5
2017-02-10,bench,barbell,115,5,135,5,155,5,175,5,195,5,155,11
2017-02-10,row,barbell,115,5,135,5,150,5,170,5,190,5
2017-02-10,dips,body weight,192.2,9,192.2,9,192.2,9
2017-02-07,squat,low bar,185,5,225,5,270,5,280,5,315,3,250,8
2017-02-07,bench,barbell,115,5,135,5,155,5,175,5,195,3,155,10
2017-02-07,row,barbell,115,5,135,5,150,5,170,5,190,4,150,10
2017-02-07,dips,body weight,193.2,8,193.2,9,193.2,8
2017-02-02,squat,low bar,155,5,190,5,230,5,270,5,310,5
2017-02-02,bench,barbell,115,5,135,5,155,5,170,5,190,5,155,8
2017-02-02,row,barbell,110,5,130,5,150,5,165,5,185,5
2017-02-02,dips,body weight,193.2,8,193.2,8,193.2,8
2017-02-05,squat,low bar,185,5,215,5,245,5,275,5
2017-02-05,press,barbell,90,5,95,5,107.5,5,120,5,135,5
2017-02-05,deadlift,barbell,175,5,210,5,240,5,270,5,305,5
2017-02-05,pullup,chinup,192.6,5,192.6,5,192.6,5
