date,exercise,equipment,variant,set1weight,set1reps,set2weight,set2reps,set3weight,set3reps,set4weight,set4reps,set5weight,set5reps,set6weight,set6reps,set7weight,set7reps,set8weight,set8reps,set9weight,set9reps,set10weight,set10reps,set11weight,set11reps,set12weight,set12reps
2019-10-29,bench,barbell,flat,225,2,255,3,255,3,225,2,255,1
2019-10-27,squat,barbell,low bar,315,2,355,1,395,1,415,1,435,0
2019-10-27,deadlift,barbell,conventional,405,1,465,1,485,0
2019-10-26,bench,barbell,flat,185,3,225,2,245,1,255,1,270,1,280,0,225,3
2019-10-26,press,barbell,overhead,135,3,175,1,190,1,200,1
2019-10-26,pullup,chinup,neutral,0,5,0,5
2019-10-26,row,machine,supported,270,8,320,6
2019-10-24,deadlift,barbell,conventional,315,3,405,2,455,1,475,1,495,0,495,0
2019-10-24,squat,barbell,low bar,315,2,365,1,405,1
2019-10-22,press,barbell,overhead,135,3,160,2,180,3,180,3,180,3
2019-10-22,bench,barbell,decline,195,10,195,10,195,10
2019-10-22,pullup,pullup,wide,0,7,0,6
2019-10-22,bench,barbell,incline,180,8,180,8
2019-10-22,lat pulldown,cable,wide,150,11,150,11
2019-10-22,row,machine,supported,230,11,230,11
2019-10-20,squat,barbell,low bar,365,5,405,2,405,2,405,2
2019-10-20,deadlift,barbell,conventional,365,5,365,5,365,5
2019-10-19,bench,barbell,flat,225,2,245,3,245,3,245,3
2019-10-19,press,barbell,overhead,150,5,150,5,150,5
2019-10-19,pullup,chinup,neutral,0,7,0,6
2019-10-19,lat pulldown,cable,wide,150,8,150,8
2019-10-19,bench,dumbbell,15-degree,150,12,160,8
2019-10-19,row,machine,supported,230,10,230,10
2019-10-19,fly,cable,reverse,55,14,55,14
2019-10-17,deadlift,barbell,conventional,315,3,405,2,455,1,495,0,495,0
2019-10-17,squat,barbell,low bar,345,3,345,3,345,3
2019-10-15,press,barbell,overhead,135,3,160,2,185,1,195,1,205,0,185,2,160,5
2019-10-15,bench,barbell,decline,195,8,195,8,195,8
2019-10-15,pullup,pullup,wide,0,5,0,5
2019-10-15,bench,barbell,incline,175,8,175,8
2019-10-15,fly,cable,reverse,55,10,55,10
2019-10-13,squat,barbell,low bar,315,2,355,1,385,1,405,1,425,1,445,0
2019-10-13,deadlift,barbell,2-inch deficit,340,8,340,8
2019-10-12,bench,barbell,flat,185,3,225,2,250,1,265,1,275,1,250,2,225,5
